Date,yield,OC1,Temp11,Temp12,PressureC1,TempC1,Temp1,FlowC1,Temp2,Temp3,TempC2,TempC3,Temp4,Temp5,Temp6,Temp7,Temp8,FlowC9,FlowC2,Temp9,Temp10,FlowC3,FlowC4,VapourPressure
2017-03-07T00:00:00,69.63127302,6.01,15.2465,492.3525,250.0772,98.3314,120.2828,286.5352,388.793,495.1216,493.6698,141.4497,147.4968,488.2231,492.3958,995.7209,478.6565,57.6033,81.3,479.8751,512.3622,5.4017,7.507,31.9529
2017-03-09T00:00:00,69.56923668,6.965,16.1252,483.0794,249.9384,97.7434,121.3445,282.0398,381.5031,486.5736,485.1726,150.8291,157.0465,478.1183,482.453,971.0519,472.6434,56.6333,76.9275,470.4485,503.166,5.4045,7.4689,34.4621
2017-03-12T00:00:00,70.15347909,6.765,15.8453,485.7307,249.9152,98.8917,120.8035,303.8371,383.4471,488.7208,487.0388,150.0305,156.1139,481.5676,485.5956,,475.0626,60.85,77.4967,472.8754,505.7009,5.3905,7.4477,33.3491
2017-03-14T00:00:00,67.42921477,6.4867,14.7543,478.5292,,100.2575,128.5505,277.1597,378.3876,481.3766,480.2596,163.234,170.0425,474.1482,478.3324,972.6143,463.4994,55.3367,76.5433,466.6223,498.9008,5.434,7.4735,33.3213
2017-03-17T00:00:00,66.35177565,6.06,12.8857,483.1795,225.8731,101.3872,157.817,304.3838,,485.6882,484.1493,211.4022,216.9236,479.9587,482.9218,1001.9533,479.7851,60.44,79.545,472.8025,502.9693,5.5475,7.5284,32.6827
2017-03-19T00:00:00,65.9666288,5.2392,20.177,459.4764,249.9152,97.924,120.7515,285.6703,358.054,462.6544,461.274,153.1092,159.0627,454.61,459.3672,1013.3157,,56.94,78.3067,442.4774,481.2435,6.5192,9.0181,42.5107
2017-03-21T00:00:00,70.00787344,2.6883,19.027,475.1449,250.1929,95.822,121.0986,281.7448,369.8827,478.2398,476.6245,157.7989,164.0746,471.2834,474.4317,1075.0057,462.9843,59.36,73.8,459.2128,496.5569,6.3976,9.04,
2017-03-24T00:00:00,68.86576881,2.8067,22.7382,494.3588,250.3549,93.8914,111.0259,342.1754,379.7617,496.9678,495.4966,138.8664,144.3891,491.5103,493.4606,1102.4872,484.0909,67.66,74.5267,474.2296,517.484,7.4773,8.9751,34.2811
2017-03-26T00:00:00,69.62978167,5.0133,19.9868,490.6209,249.9384,98.5583,120.1353,330.4827,378.2053,492.9456,491.3267,169.2038,175.7395,488.0436,490.1676,1079.5193,494.3692,66.7167,75.0367,472.9588,513.2476,6.7535,9.0276,32.4759
2017-03-28T00:00:00,,5.1442,24.1192,485.7845,249.8226,96.1554,120.3349,351.632,368.2946,488.5471,486.4669,158.2874,163.7047,,485.4914,1084.3456,488.8018,69.5533,74.61,464.4279,509.1213,7.5845,10.3899,36.5374
2017-03-31T00:00:00,70.85871622,3.8083,25.237,483.5916,250.0772,104.2948,136.6387,367.0709,364.9042,485.8907,484.86,178.1481,184.9167,480.6937,482.9218,1131.9738,496.2964,75.9933,75.4533,460.6537,507.1188,,10.5603,35.7014
2017-04-02T00:00:00,69.70247949,4.55,24.4313,470.5203,250.0772,100.063,117.9483,338.8169,361.0568,473.0544,471.6512,142.7946,149.5755,467.8052,469.5703,1059.7372,469.4488,74.3633,74.2267,448.623,491.4061,7.3409,10.4816,40.4562
2017-04-04T00:00:00,71.41347474,3.7925,23.3763,486.3424,250.1929,103.2993,131.909,330.4191,370.6378,488.8596,487.3907,175.5509,182.2102,482.5283,486.591,1098.8589,499.6068,67.0667,78.3867,465.4834,509.6306,7.4312,10.3331,35.6782
2017-04-07T00:00:00,69.6753746,3.7975,24.8279,490.0273,250.0772,103.0817,123.8555,251.8765,370.3861,491.8459,490.5904,167.8821,174.0228,488.796,488.877,1108.5198,497.3787,50.4283,81.17,467.018,511.0658,7.2893,10.5571,34.6668
2017-04-09T00:00:00,68.61725188,3.875,24.7204,491.5014,249.9384,97.0351,113.4847,243.4209,373.8661,493.3738,491.6022,133.2276,139.6351,490.8621,490.1676,1098.1818,499.8557,49.4533,77.7967,468.6534,511.8297,7.56,10.49,35.8379
2017-04-14T00:00:00,69.03646759,3.01,24.5672,509.1076,250.1004,98.9889,116.1288,286.5381,387.0891,511.8413,510.1548,135.6234,141.7633,505.2842,509.1502,1149.1084,521.2227,56.7167,81.1033,487.2741,531.0959,7.8242,10.5769,27.9961
2017-04-16T00:00:00,68.97093693,3.0333,21.8445,514.9942,249.8226,101.4659,120.7168,273.7982,394.6075,516.5696,515.1581,146.3431,151.9981,514.2952,513.9537,1140.9838,526.0031,55.3033,80.71,494.7252,535.992,7.4611,9.9157,25.9983
2017-04-18T00:00:00,69.42521216,2.9717,19.6404,509.7842,249.5449,103.3317,122.302,208.6378,395.6837,511.8761,510.4997,170.2015,176.5366,508.4673,508.2937,1121.9568,506.025,42.0833,79.7233,492.2357,529.024,6.6026,8.9803,27.9127
2017-04-21T00:00:00,69.64686487,2.9942,21.3281,501.7151,250.0772,103.4104,121.1565,226.2029,387.147,503.4323,502.3568,165.3382,172.0145,500.5907,500.4807,1107.7908,500.1393,45.2433,78.855,482.1042,522.3628,6.7049,8.9256,30.0126
2017-04-23T00:00:00,69.18587787,3.11,20.0088,503.4346,250.0772,103.2715,121.5181,227.9588,389.2125,505.0296,503.4936,153.7758,160.3079,503.0793,502.1359,1097.8867,502.1649,45.8533,81.08,485.0208,522.1544,6.5239,8.9235,30.3107
2017-04-25T00:00:00,69.17112349,3.05,20.7658,526.1437,250.2161,100.1649,114.4047,281.603,406.74,528.0807,526.392,119.214,124.5994,524.7877,525.3143,1136.1923,527.5541,57.4533,80.5233,507.3149,547.1328,6.8928,9.0651,27.0864
2017-04-28T00:00:00,69.3394429,3.1067,21.388,509.2162,249.9384,103.8827,120.9482,221.8868,392.9586,512.1481,510.9072,165.7757,172.2385,505.0296,508.7798,1137.2773,505.3768,45.51,79.62,490.7601,531.8078,6.7671,8.9587,27.3021
2017-04-30T00:00:00,69.22643223,3.02,21.7094,494.2237,249.9384,103.6234,121.4862,260.7545,381.0403,496.7479,495.2512,164.572,171.0141,490.9778,493.9178,1117.9205,501.0942,51.8067,80.6967,475.0385,516.5928,7.16,9.0148,30.7549
2017-05-02T00:00:00,68.8290755,3.5483,21.0022,494.2885,250.0772,100.3964,120.9945,185.2437,383.5975,497.3845,496.1472,154.3777,160.722,489.8667,493.7558,1062.3586,476.5441,37.0233,76.78,476.3822,515.7941,6.6423,8.9245,31.901
2017-05-07T00:00:00,69.55523311,3.0133,20.8583,514.2539,250.0772,98.6416,120.8267,260.7372,395.8051,515.9793,514.5353,147.9958,154.4415,513.4676,513.0336,1116.2279,512.8947,52.92,80.46,495.121,535.095,6.8126,9.0089,26.0273
2017-05-09T00:00:00,70.51535463,2.9089,20.3462,509.1148,250.0772,103.6234,129.4704,261.443,394.4947,510.6549,509.055,160.5304,167.4688,508.9882,507.7612,1101.2112,509.59,53.5733,79.3533,490.3087,528.7926,6.9175,9.0361,26.087
2017-05-12T00:00:00,68.67003938,3.0367,21.9918,507.5319,249.5449,103.6003,143.7666,265.9587,388.7062,509.3528,507.3764,180.0022,186.3989,507.2519,506.1466,1108.3983,505.8745,52.4567,79.5867,487.3609,527.7335,7.0671,9.0103,28.2905
2017-05-14T00:00:00,67.73867765,2.985,22.6559,481.7213,236.4695,84.3723,127.3818,238.0142,371.2799,483.8478,482.2577,163.991,170.0347,480.4101,480.3696,1079.4586,473.1585,48.29,78.2167,461.1919,501.0247,7.0238,8.929,33.7396
2017-05-19T00:00:00,70.57274236,3.56,23.138,511.3697,235.6595,84.7704,133.2831,285.5256,392.8719,513.3287,512.0556,182.8865,189.2435,509.2312,510.8633,1125.3855,519.6774,57.64,75.1933,490.1907,533.5671,7.3508,8.9902,26.6229
2017-05-21T00:00:00,66.22079032,5.5383,19.0051,488.5703,252.1138,120.1059,145.9854,175.9578,386.4672,490.457,489.0508,187.5299,194.0418,488.1883,486.5852,991.1378,466.6188,35.37,70.85,471.4519,505.4752,5.8018,7.4652,42.9009
2017-05-23T00:00:00,68.19356335,3.4517,27.9514,487.8561,249.6606,131.1389,144.4493,248.4804,370.1026,489.5599,487.8723,183.1087,189.7931,487.3781,486.6142,1108.1727,498.0558,50.7933,71.3,461.6086,507.8423,8.1645,10.5535,37.1997
2017-05-26T00:00:00,69.0661189,3.4783,30.7107,488.8464,250.3318,88.979,144.3799,286.7695,368.8847,491.1283,489.3911,188.4419,195.0004,487.3087,487.5575,1142.3119,500.4923,58.74,71.84,460.4176,509.8736,8.1923,10.5005,37.0776
2017-05-28T00:00:00,68.66998869,2.9767,28.7912,494.9254,249.9384,86.4511,157.1111,339.0975,372.3387,496.771,495.3669,193.1085,199.7466,492.9108,494.6528,1138.8572,511.9744,68.1,72.9433,467.9798,515.1401,8.2028,10.4487,34.8119
2017-06-06T00:00:00,66.21190868,3.1317,22.3898,495.0672,239.802,89.7615,149.9919,277.8655,381.6073,496.661,495.1122,190.5553,197.3865,494.5776,493.9178,1100.4474,497.2108,54.76,72.3333,474.2712,512.7673,7.4199,9.6554,32.7257
2017-06-09T00:00:00,68.61413287,4.7383,20.376,505.633,240.3574,87.891,147.0442,263.2742,394.4976,507.3445,505.3019,187.8447,196.4409,505.1743,504.7113,1026.4835,504.8328,53.7767,72.5217,486.9686,521.7203,7.2327,9.0164,27.4437
2017-06-11T00:00:00,68.74461503,4.1217,23.9346,502.8588,238.8531,84.488,147.5793,297.1403,385.9783,505.4694,504.2461,182.1226,187.4357,499.9193,501.8002,1072.5579,497.0488,59.9133,73.6267,481.5348,522.2065,7.0102,9.0136,29.7374
2017-06-13T00:00:00,68.08453782,5.8967,19.2295,486.981,239.9408,82.4833,120.2655,216.8331,383.0652,489.3863,487.7056,158.9633,165.2677,486.0701,484.7622,977.5881,469.333,43.8433,71.2678,470.1568,503.6464,5.5122,6.9492,32.4644
2017-06-24T00:00:00,73.47196291,2.9711,29.5488,524.4699,239.9495,90.5532,143.0868,370.6435,397.6131,526.3503,524.8129,191.0229,197.4386,522.6232,524.0932,1179.2026,539.7538,75.68,73.6267,496.8015,545.8074,8.0423,9.9873,25.156
2017-06-25T00:00:00,69.88996538,3.0317,26.0294,502.4823,239.7181,82.2564,,337.3387,385.1596,504.6302,502.9194,160.3452,166.2627,500.365,502.0144,,502.9346,66.44,73.1467,478.6009,520.6613,8.1132,9.9693,29.3943
2017-06-27T00:00:00,69.79328683,3.02,25.3122,505.7184,240.1838,89.6411,120.0225,328.1627,390.1295,508.1664,506.6679,159.5535,166.6587,503.1892,504.8502,1105.0912,506.0019,65.68,72.9233,482.8542,524.4578,7.9726,9.9804,29.0456
2017-06-30T00:00:00,70.3673841,2.9883,27.3305,503.9766,239.9235,82.724,120.7833,342.2709,384.3323,507.0841,505.2393,172.9214,179.6469,499.0917,504.4914,1123.6581,510.7012,69.26,72.97,479.7536,523.7691,7.8849,10.0917,29.6302
2017-07-02T00:00:00,70.24489731,3.0622,30.5529,507.5803,239.0556,90.7477,142.4157,396.6354,384.0054,509.8794,508.2585,,193.9662,504.5145,507.6686,1155.9397,525.8815,80,76.4317,479.3265,527.282,7.8622,9.9205,29.8194
