TS,Date[TS],Month Year[TS],Batch number,BatchID,Batch time [h:min],Total batch duration,Batch index,Batch starts,Batch ends,BatchID (#),Phase,Batch-Phase,PhaseID,Phase time [h:min],Total phase duration [h:min],PhaseID (#),Aligned phase index,Phase index,Phase starts,Phase ends,Y (Final solvent concentration) [%],Selected,Quality,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Tank level [%],Differential pressure [mmHg],Dryer pressure [mmHg],Power [W],Agitator Speed [rpm],Torque [Nm],Jacket Temp SP [degC],Jacket Temp PV  [degC],abs(Jacket Temp SP-PV)  [degC],Dryer Temp SP [degC],Dryer Temp PV [degC],abs(Dryer Temp SP-PV)  [degC],Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z (Initial cake weight) [kg],Level1,Temp1,Temp2,Time4,Time1,Time2,Time3,TempSlope,T²,row_index,anomaly_score,batch_anomaly_score,Batch starts 2,Batch ends 2
2021-08-07 8:50:46 AM,2021-08-07,08-2021,Batch 1,1,0:33,2:27,34,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:33,1:02,1,1.53968254,34,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,37.696,2.582,59.445,111.673,8.015,32.979,62.408,85.001,22.593,87.642,25.455,62.187,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,34,0.65718184,737.04,0,0
2021-08-07 8:51:46 AM,2021-08-07,08-2021,Batch 1,1,0:34,2:27,35,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:34,1:02,1,1.55555556,35,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,38.817,2.617,59.276,110.036,8.015,33.165,62.305,85,22.695,87.654,25.426,62.228,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,35,0.59320696,737.04,0,0
2021-08-07 8:52:46 AM,2021-08-07,08-2021,Batch 1,1,0:35,2:27,36,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:35,1:02,1,1.57142857,36,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,39.938,2.637,58.964,108.747,8.015,29.935,62.202,85,22.798,87.667,25.397,62.27,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,36,0.93204849,737.04,0,0
2021-08-07 8:53:46 AM,2021-08-07,08-2021,Batch 1,1,0:36,2:27,37,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:36,1:02,1,1.58730159,37,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,41.018,2.75,58.653,108.953,8.015,27.227,62.098,84.999,22.901,87.68,25.367,62.313,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,37,0.51894342,737.04,0,0
2021-08-07 8:54:46 AM,2021-08-07,08-2021,Batch 1,1,0:37,2:27,38,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:37,1:02,1,1.6031746,38,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,41.979,2.72,58.341,107.377,8.015,29.742,61.995,84.998,23.003,87.693,25.338,62.355,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,38,0.3658629,737.04,0,0
2021-08-07 8:55:46 AM,2021-08-07,08-2021,Batch 1,1,0:38,2:27,39,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:38,1:02,1,1.61904762,39,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,42.94,2.8,58.03,106.168,8.015,32.319,61.892,84.998,23.106,87.705,25.24,62.465,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,39,0.71989793,737.04,0,0
2021-08-07 8:56:46 AM,2021-08-07,08-2021,Batch 1,1,0:39,2:27,40,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:39,1:02,1,1.63492063,40,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,43.9,2.717,57.718,104.746,8.015,27.625,61.784,84.997,23.213,87.718,25.128,62.59,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,40,0.82573458,737.04,0,0
2021-08-07 8:57:46 AM,2021-08-07,08-2021,Batch 1,1,0:40,2:27,41,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:40,1:02,1,1.65079365,41,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,44.861,2.758,57.4,104.588,8.016,27.377,61.622,84.996,23.374,87.775,24.97,62.805,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,41,0.61230401,737.04,0,0
2021-08-07 8:58:46 AM,2021-08-07,08-2021,Batch 1,1,0:41,2:27,42,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:41,1:02,1,1.66666667,42,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,45.822,2.903,56.954,103.429,8.016,31.716,61.46,84.996,23.536,87.834,24.828,63.006,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,42,0.45551654,737.04,0,0
2021-08-07 8:59:46 AM,2021-08-07,08-2021,Batch 1,1,0:42,2:27,43,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:42,1:02,1,1.68253968,43,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,46.783,2.896,56.508,102.325,8.016,31.043,61.297,84.995,23.698,87.893,24.691,63.202,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,43,0.48158353,737.04,0,0
2021-08-07 9:00:46 AM,2021-08-07,08-2021,Batch 1,1,0:43,2:27,44,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:43,1:02,1,1.6984127,44,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,47.63,2.988,56.061,102.207,8.016,30.636,61.134,84.995,23.861,87.957,24.573,63.384,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,44,0.58629773,737.04,0,0
2021-08-07 9:01:46 AM,2021-08-07,08-2021,Batch 1,1,0:44,2:27,45,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:44,1:02,1,1.71428571,45,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,48.444,3.03,55.615,101.533,8.016,29.097,60.971,84.994,24.023,88.021,24.485,63.536,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,45,0.48669156,737.04,0,0
2021-08-07 9:02:46 AM,2021-08-07,08-2021,Batch 1,1,0:45,2:27,46,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:45,1:02,1,1.73015873,46,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,49.258,3.086,55.163,99.783,8.016,28.587,60.808,84.993,24.185,88.085,24.398,63.687,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,46,0.36903445,737.04,0,0
2021-08-07 9:03:46 AM,2021-08-07,08-2021,Batch 1,1,0:46,2:27,47,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:46,1:02,1,1.74603175,47,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,50.009,3.068,54.709,98.851,8.016,27.473,60.645,84.993,24.348,88.126,24.325,63.801,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,47,0.52081886,737.04,0,0
2021-08-07 9:04:46 AM,2021-08-07,08-2021,Batch 1,1,0:47,2:27,48,0,0,1,Deagglomerate,Batch 1-Deagglomerate,Deagglomerate,0:47,1:02,1,1.76190476,48,0,0,4.98,0,On-spec,91.52,2.81,0.07,0.74,0.09,98.6,0.03,0.02,0.21,26,0.15,50.766,3.173,54.256,96.821,8.017,26.023,60.482,84.992,24.51,88.167,24.252,63.915,,,,,,,,,,,,7199.302734,55.6,25.98,83.316,49,87,46,41,1.246434783,0.4292601402,48,0.37855545,737.04,0,0
